0 qid:1 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:37 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:37 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:38 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:38 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:39 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:40 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:40 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:40 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:41 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:41 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:42 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
1 qid:42 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:42 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:42 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:43 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:43 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:43 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:43 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:43 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:43 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:1'
1 qid:44 '1:4', '2:4', '3:0', '4:0', '5:1', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:44 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:45 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:45 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:45 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:46 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:47 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:48 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:49 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
1 qid:49 '1:1', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:49 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:50 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:50 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:50 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:51 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:52 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:53 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:54 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:54 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:54 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:54 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:54 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:54 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:55 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:56 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:56 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:56 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:57 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:57 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:58 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:58 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:59 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
1 qid:59 '1:4', '2:4', '3:0', '4:0', '5:1', '6:1'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:59 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:60 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:60 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:60 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:60 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:60 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:60 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:60 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:60 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:2', '3:0', '4:0', '5:0', '6:1'
0 qid:61 '1:1', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:61 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:61 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
1 qid:61 '1:1', '2:4', '3:1', '4:1', '5:1', '6:1'
0 qid:62 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:62 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:62 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:62 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:62 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:62 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:62 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:62 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:63 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:63 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:63 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:64 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:64 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:65 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:66 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
